hash,location,date,text
"['besapienz', 'estrategia', 'consultoria', 'planejamento', 'marketingderesultados', 'marketingdigital', 'mktdigital', 'midiassociais', 'marketing', 'digital', 'redessociais', 'projeto', 'desenvolvimento', 'inovacao', 'criatividade', 'web', 'sapienza', 'sergipe', 'nordeste']",Aracaju,2020-12-03 19:20:50,"E você, está criando um projeto duradouro?

#besapienz #estrategia #consultoria #planejamento #marketingderesultados #marketingdigital #mktdigital #midiassociais #marketing #digital #redessociais #projeto #desenvolvimento #inovacao #criatividade #web #sapienza #sergipe #nordeste https://t.co/QJhoWVjb6Z"
"['viaoral', 'healthcare', 'health', 'healthtech', 'digitalhealth', 'saudedigital', 'saude', 'farmaceutica', 'medicina', 'medico', 'podcast', 'podcasting']","Brazil, São Paulo",2020-12-03 19:02:34,"Quando? Dia 04/12

😜 Quase tudo que você precisa saber sobre Inovação, Indústria, Gestão e 2020 na Saúde! 

#viaoral #healthcare #health #healthtech #digitalhealth #saudedigital #saude #farmaceutica #medicina #medico #podcast #podcasting https://t.co/WNK9E2ODny"
"['centelhamg', 'desenvolvimentomg', 'aFapemigNaoPara', 'inovacao', 'empreendedorismo']",Belo Horizonte,2020-12-03 18:53:49,"WEBINÁRIO CENTELHA DESAFIA A INVENTAR E REINVENTAR
Encontro virtual propôs uma discussão sobre o caminho do sucesso.
Mais detalhes em: https://t.co/kRK2GwX1k6
#centelhamg #desenvolvimentomg #aFapemigNaoPara
#inovacao #empreendedorismo https://t.co/abTuCxIl2H"
"['content', 'oracle', 'cloud', 'issoétransformação', 'digitalização', 'integração', 'inovação', 'consultoria']","Barueri, Brasil",2020-12-03 18:53:10,"Saiba mais sobre a plataforma que possibilita o desenvolvimento, execução e gerenciamento de aplicativos sem grande complexidade. Acesse: https://t.co/GrGLF8Xxcx

#content #oracle #cloud #issoétransformação #digitalização #integração #inovação #consultoria"
"['ProXXIma', 'ProXXImaEntrevista', 'Startups']",São Paulo - Brasil,2020-12-03 18:50:49,"As startups mudam os setores em que estão inseridas e com as telecomunicações não seria diferente. Livia Brando, country manager da Wayra no Brasil, fala com o ProXXIma sobre como fomentar as inovações no setor. #ProXXIma #ProXXImaEntrevista #Startups
https://t.co/2MONyhnVm1"
"['inovação', 'dubai', 'futuro', 'emirados', 'designthinking', 'cocriação']",contato@marcelodeelias.com.br,2020-12-03 18:45:39,"Abertura para a mudança e para a inovação é essencial!
#inovação
#dubai
#futuro
#emirados
#designthinking
#cocriação

https://t.co/MhIjwbN73U via @LinkedIn"
['Inovação'],"Novo Hamburgo, Brasil",2020-12-03 18:43:04,Volvo deve vender apenas veículos elétricos a partir de 2030. CEO Hakan Samuelsson diz que ficaria surpreso se ainda produzisse motores de combustão interna no fim da década. #Inovação
"['Ciência', 'Tecnologia', 'Inovação']","Brasília, Brasil",2020-12-03 18:37:55,"#Ciência #Tecnologia &amp; #Inovação constituem o principal motor da economia chinesa. Nos últimos 5 anos, a China subiu para a 14ª posição no ranking mundial de capacidade de inovação entre 131 economias do mundo. https://t.co/3WmchUbvgi"
['UEMS'],MS - Brasil,2020-12-03 18:32:54,"A UEMS premiou projetos de 15 pesquisadores entre docentes, discentes e técnicos-administrativos da Instituição durante a cerimônia virtual da 1ª Edição do Prêmio Inova-UEMS. O evento foi nesta quarta (2) e foi transmitido pelo YouTube da #UEMS

➡️Confira: https://t.co/P0EKkSoQvo https://t.co/Ygpz5jlUke"
"['sciencepub', 'ciencia', 'inovacao']","São Luís, Brasil",2020-12-03 18:22:20,"O Sirius é o tema de nosso bate-papo neste sábado, a partir de 14h com transmissão pelo YouTube. Fiquem ligados!!
#sciencepub #ciencia #inovacao"
"['sciencepub', 'ciencia', 'inovacao']","São Luís, Brasil",2020-12-03 18:22:20,"Atualmente coordena um dos grupos de engenharia do @SincrotronLNLS , com foco no desenvolvimento de sistemas eletrônicos de aquisição e processamento de dados das estações experimentais do acelerador Sirius.
#sciencepub #ciencia #inovacao"
"['sciencepub', 'ciencia', 'inovacao']","São Luís, Brasil",2020-12-03 18:22:19,"Vamos também conhecer vários exemplos de como a indústria nacional se envolveu e desenvolveu junto à construção do acelerador e como ela poderá se beneficiar no futuro com as possibilidades de pesquisa no @CNPEM e no SIRIUS.
#sciencepub #ciencia #inovacao
https://t.co/bdkcnqInAs"
"['sciencepub', 'ciencia', 'pesquisa', 'inovacao', 'industria40']","São Luís, Brasil",2020-12-03 18:22:18,"Sábado recebemos também Fernando Henrique para conhecer um pouco melhor o SIRIUS, o maior projeto da ciência brasileira, e explicar os motivos para construção desta super máquina no Brasil. 
#sciencepub #ciencia #pesquisa #inovacao #industria40 https://t.co/r2veGIdrfh"
['NDmais'],,2020-12-03 18:17:36,TCU promove fórum sobre inovação na educação. #NDmais https://t.co/T4B6BYNAX8
['NDmais'],,2020-12-03 18:17:35,TCU promove fórum sobre inovação na educação. #NDmais https://t.co/Ys5prKfDfs
"['administração', 'profissionais', 'participe', 'inovação', 'negócios', 'cra', 'crapr', 'souadm', 'adm', 'administrador', 'administradora']","Curitiba, Brasil",2020-12-03 18:17:12,"O que você tem para oferecer ao novo mercado de trabalho da Revolução 4.0?

Leia mais em: https://t.co/tYRxXL44mT

#administração #profissionais #participe #inovação #negócios #cra #crapr #souadm #adm #administrador #administradora https://t.co/nSedBhXPdn"
"['esaipvc', 'SomosIPVC']","Viana do Castelo, Portugal",2020-12-03 17:56:45,"🎂A @EsaIpvc está a celebrar 35 anos! Isabel Valin, diretora da #esaipvc, felicita-a por ser flexível e dinâmica, e por combinar, com êxito, ensino, inovação e investigação. +Info https://t.co/WFmFDwz7Z4 PARABÉNS! #SomosIPVC https://t.co/gcY67OaCzl"
"['trutec', 'inovação', 'startups', 'webinar', 'construtechs', 'proptechs', 'live', 'hub', 'aceleração']",,2020-12-03 17:51:17,"Já está disponível no YouTube da Trutec a primeira edição do webinar, que falou sobre o impacto do Marco Legal das Startups. 
 
Acesse: https://t.co/27Y6kk4FPP

#trutec #inovação #startups #webinar #construtechs #proptechs #live #hub #aceleração https://t.co/9VUI0adP7w"
"['engenharia', 'projeto', 'atualidade', 'inovação']","Sao Paulo, Brazil",2020-12-03 17:43:29,"O mundo da engenharia hoje é um quebra-cabeça em que todas as áreas do conhecimento se integram com o objetivo de desenvolver e trazer avanços positivos à sociedade.  #engenharia #projeto #atualidade #inovação
https://t.co/rpWqVPjSmr"
"['climatetrade', 'plataformacripto', 'algorand', 'blockchain', 'universalprotocolalliance', 'token', 'sustentabilidade', 'inovação', 'meioambiente', 'bravenewcoin', 'bnc', 'leiacryptotimes']",,2020-12-03 17:37:18,"Projetos cripto apresentam soluções para quem deseja reduzir emissões de carbono

#climatetrade #plataformacripto #algorand #blockchain #universalprotocolalliance #token #sustentabilidade #inovação #meioambiente #bravenewcoin #bnc #leiacryptotimes https://t.co/S6nQS1Np38"
"['megairati', 'portalmegairati', 'portalirati', 'emirati', 'irati', 'iratipr', 'news', 'noticias', 'informação', 'empregos', 'emprego', 'agência', 'empregosirati', 'tcu', 'forum', 'educacao']",Irati,2020-12-03 17:30:31,"TCU promove fórum sobre inovação na educação.

https://t.co/CCAZccd1FP

#megairati #portalmegairati #portalirati #emirati #irati #iratipr #news #noticias #informação #empregos #emprego #agência #empregosirati #tcu #forum #educacao https://t.co/zUdyweGGF9"
['DiaInternacionalDaPessoaComDeficiência'],Brasil,2020-12-03 17:30:00,"Inovação e design são grandes aliados da inclusão de pessoas com deficiência, desde a escola até o mercado de trabalho. 💡

Confira soluções inovadoras criadas por estudantes do SENAI a partir de problemas reais ➡ https://t.co/0vAu71VhF4

#DiaInternacionalDaPessoaComDeficiência"
['FanCam'],"São Paulo, Brasil",2020-12-03 17:22:51,"Conheça a mais recente inovação da @LaLiga: a #FanCam!

Novas câmeras - que já fizeram sucesso em outros esportes nos EUA -, utilizadas forma pioneira no futebol espanhol, que permitem aos torcedores uma visão mais próxima/detalhada das celebrações de gol por parte de seus ídolos https://t.co/vADfMz0GnI"
"['tbtdabiotecamazonia', 'tbtdabiotecamazonia', 'ciencia', 'inovacao', 'forum', 'ictsdaamazonia', 'amazonia', 'ufra']",Av. Perimetral da Ciência s/n,2020-12-03 17:22:06,"#tbtdabiotecamazonia

Na ocasião, houve a assinatura de termos de cooperação técnica entre a organização e a @ufopa , a @uepa_pa e a @Unama_Oficial. 

#tbtdabiotecamazonia #ciencia #inovacao #forum #ictsdaamazonia #amazonia #ufra"
"['arte', 'cultura', 'digitais', 'informação']","Lisboa, Portugal",2020-12-03 17:02:50,"A @minsaitbyindra está a desenvolver projetos importantes na transformação digital da #arte e da #cultura e deixa claro que é essencial implementar soluções #digitais que permitam a partilha de #informação entre todos os agentes da cadeia de valor ! 

👉https://t.co/61EFSCaiCI"
"['Inovação', 'Indústria', 'Saúde', 'Coronavírus']",Brasília-DF,2020-12-03 17:01:06,"Hoje, no último dia do Webinar produzido pela ABIMO, às 18h30, assista a  palestra ""Inovar é sempre o diferencial"" , de Jorge Almeida Guimarães, Diretor-Presidente da https://t.co/hGuyeLHK7N inscreva pelo link: https://t.co/1izCAJgoyc

#Inovação #Indústria #Saúde #Coronavírus https://t.co/OXumnGT0xf"
"['FCJVentureBuilder', 'CoporateVentures', 'inovação', 'startups', 'Webinar', 'empreendedorismo']","Belo Horizonte, Brasil",2020-12-03 16:56:09,"O CEO da FCJ, @justinop, participará do Webinar ""Preciso crescer. Procurar um fundo de investimentos funciona?"", promovido pela ABRADi.

Inscreva-se pelo link: https://t.co/csK0K1TzSX

#FCJVentureBuilder #CoporateVentures #inovação #startups #Webinar #empreendedorismo https://t.co/YmcVd12lkt"
"['GazzConecta', 'inovação']",,2020-12-03 16:44:57,"entre agosto e novembro, o #GazzConecta publicou conteúdos sobre #inovação em tempos de pandemia pelo projeto Ação Inovadora. 

https://t.co/QZQQam2mR2"
"['educacaoempreendedora', 'impactosocial', 'blockchain', 'inteligênciaartificial', 'IoT', 'XR', 'biometria', 'dispositivosinteligentes']","Barcelona, Spain",2020-12-03 16:44:35,"Imperdível! Sathish Bala, @BalaGroup_Satsb: ""Inovação na Crise - Como encontrar oportunidades em meio ao caos"" 07/12.

Gratuito em: https://t.co/ecXokNsN9j  

#educacaoempreendedora #impactosocial #blockchain #inteligênciaartificial #IoT #XR #biometria #dispositivosinteligentes https://t.co/ZmMmfXtelB"
"['Inovação', 'Sustentabilidade', 'MausTratosAAnimais']","Fortaleza/Brasília, Brazil",2020-12-03 16:42:31,#Inovação e #Sustentabilidade sem #MausTratosAAnimais https://t.co/eSWyJE7N97
"['InteligenciaArtificial', 'inovação', 'ameaçadigital']",Brasil,2020-12-03 16:41:21,"@CheckPointSW lança a primeira plataforma de cibersegurança com prevenção automatizada contra ameaças baseada em IA 

#InteligenciaArtificial #inovação #ameaçadigital
https://t.co/0wLGp4OTDP via @portalcryptoid"
"['Inovação', 'Investimento', 'Portugal2020', 'Algarve2020', 'RIS3Algarve']","Faro, Portugal",2020-12-03 16:32:00,"FUNDOS | Aviso aberto até 31/12 do Sistema de Incentivos - #Inovação Produtiva - Regime Contratual de #Investimento (RCI)

+INFO: https://t.co/YeAPUgu2xW

#Portugal2020 #Algarve2020 #RIS3Algarve @EUinmyRegion https://t.co/quBD5pXu9r"
"['Brasil', 'Educação', 'JairBolsonaro', 'TCU', 'YouTube']","Sao Paulo, Brazil",2020-12-03 16:27:00,TCU promove fórum sobre inovação na educação https://t.co/OZZxgGLrco #Brasil #Educação #JairBolsonaro #TCU #YouTube
['LACNICwebinars'],,2020-12-03 16:20:04,Nosso próximo webinar  vai estar focado em explorar como a diversidade enriquece os espaços de trabalho e fomenta a inovação. Participe! https://t.co/CBQl4Lu3wz #LACNICwebinars https://t.co/tSdGQ1AQmx
"['COVIDー19', 'pospandemia']",São Paulo,2020-12-03 16:10:16,"E nós no mercado, insistimos em falar em ""inovação pós pandemia"", ""comportamento pós pandemia"".

E tem aqueles que anunciaram ""Black Friday neste pós pandemia""

Ou seja, ""pós pandemia"" reina...

Quem é?
Quando é esta tal de ""pós pandemia""?
Onde rola? 

#COVIDー19 #pospandemia"
"['COVID19', 'CaminhoDaCimeira']","Madrid, Comunidad de Madrid",2020-12-03 16:03:19,"A XXVII @CumbreIbeoA de Chefes de Estado será realizada no dia 22 de abril de 2021 com o tema “Inovação p/ o Desenvolvimento Sustentável"" e foco no desafio da crise de #COVID19. DISPONÍVEL: 🗓️Calendário das reuniões preparatórias no #CaminhoDaCimeira 

📥https://t.co/eb76Mt3d4E https://t.co/0mGQopChdc"
"['gestãofinanceira', 'softwaredegestão', 'serviçosfinanceiros', 'SAPHANA']",Brasil,2020-12-03 16:02:09,"Conheça a Smart Tax Platform! A nova plataforma de inovação e inteligência fiscal que vai automatizar o processo de sua empresa de maneira end-to-end!📊

Saiba mais em https://t.co/gIeqYnOnDD!

#gestãofinanceira #softwaredegestão #serviçosfinanceiros #SAPHANA https://t.co/pcP1NR8URU"
"['MEICast', 'InovaçãoÉAgora']",Brasília - DF,2020-12-03 16:02:00,"No novo episódio do #MEICast, a CNI conversou com @felipematos, autor do livro “10 mil startups”, sobre a importância das startups para a inovação no setor industrial e as perspectivas do ecossistema de inovação no ano de 2021. 

Confira: https://t.co/eP5lHeV9AV
#InovaçãoÉAgora https://t.co/I5QKGErdeo"
"['yoou', 'contatos', 'app', 'cartaodevisita', 'cartaodigital', 'redesocial', 'vocedigital', 'inovacao', 'disruptivo']",,2020-12-03 16:00:27,"Modernize a maneira que você troca cartões de visita. Conheça YOOU!

#yoou #contatos #app #cartaodevisita #cartaodigital #redesocial #vocedigital #inovacao #disruptivo https://t.co/KZX8x1fGnh"
['WebSummitPoa'],Brasil,2020-12-03 15:36:34,"Com o prefeito eleito de Porto Alegre, @SebastiaoMelo, seu vice-prefeito, @RicardoGomesPOA e José Renato Hopf, CEO da 4all
Possível vinda do WebSummit, um dos maiores eventos de tecnologia e inovação do mundo, que está sendo cotado para ser sediado em PoA, em 2022

#WebSummitPoa https://t.co/48tWvF2Kak"
['riooilgas2020'],,2020-12-03 15:17:15,"Tempos difíceis demandam ideias inovadoras. Veja o que Leticia Andrade, presidente interina @equinor_br, tem a dizer sobre inovação. #riooilgas2020 https://t.co/UasF6Di6vF"
"['Engenharia', 'Inovação', 'Brasil', 'engenheiro']",Brasil,2020-12-03 15:17:11,"@CreaBahia Sobre #Engenharia &amp; #Inovação
Existe, ainda, baixa percepção/valorização pela sociedade do #Brasil sobre profissionais das áreas tecnológicas. O #engenheiro precisa ser compreendido como o elemento-chave para o processo de condução das inovações tecnológicas para a coletividade."
"['BRASIL', 'FolhaPolítica', 'PresidenteJairBolsonaro', 'FórumTCU', 'EDUCAÇÃO', 'BRASIL', 'EDUCAÇÃO', 'Tecnológica']",Alagoa Grande - PB.,2020-12-03 15:15:05,AO VIVO: PRESIDENTE JAIR BOLSONARO FAZ PRONUNCIAMENTO EM FÓRUM COM GENER... https://t.co/V0Q7xwi0Ib via @YouTube - #BRASIL - #FolhaPolítica - #PresidenteJairBolsonaro - #FórumTCU - #EDUCAÇÃO - Realmente o #BRASIL.deve Investir numa Boa #EDUCAÇÃO..com Inovação #Tecnológica.!🧑‍🏫🧑‍🎓
"['inovacao', 'startup', 'EnsinoBasico']","Vitória, Brasil.",2020-12-03 15:15:00,"Empreendedorismo, modernidade, responsabilidade social. Conheça o projeto da senadora Rose que incentiva a #inovacao. A proposta prevê dedução do aporte de capital realizado em #startup que produza conteúdos digitais para o #EnsinoBasico. 
🔖PL 5169/20: 
https://t.co/g4OBg0yuEY. https://t.co/AawVoIop7h"
"['standardandpoors', 'sp500', 'dowjones', 'djia', 'inovação', 'tecnologia', 'índices', 'mercado', 'criptomoedas', 'criptoativos', 'investimentos', 'lukka', 'startup', 'theblock', 'leiacryptotimes']",,2020-12-03 15:06:17,"S&amp;P Dow Jones anuncia produtos de índice cripto desenvolvidos com a startup Lukka

#standardandpoors #sp500 #dowjones #djia #inovação #tecnologia #índices #mercado #criptomoedas #criptoativos #investimentos #lukka #startup #theblock #leiacryptotimes https://t.co/fLcciTsjnA"
['riooilgas2020'],"Rio de Janeiro, Brasil",2020-12-03 15:02:28,"Em relação às novas tecnologias, Roberto Castello Branco explicou que a @petrobras está usando, e vai usar muito mais, a pesquisa e a inovação. O foco não é apenas para os negócios, mas também para avançar em questões importantes como a redução de carbono. #riooilgas2020"
"['cbl', 'premiojabuti2020']",Brasil,2020-12-03 14:56:23,"Arraste para o lado e confira os ganhadores do Prêmio Jabuti 2020 no Eixo Inovação. Parabéns a todos!

#cbl #premiojabuti2020 @FlupRJ @TwoLinesPress https://t.co/JI7GJaKYCB"
"['lean', 'leandigital', 'scrum', 'flowsystem', 'LeanDigitalWorld', 'digital', 'global', 'Industry40', 'inovação', 'novonormal', 'disrupção', 'transformação', 'problemas', 'pessoas', 'desperdícios']",São Paulo,2020-12-03 14:54:35,"AMANHÃ! https://t.co/D5rngRv3M3
Lean Digital World!
#lean #leandigital #scrum #flowsystem #LeanDigitalWorld #digital #global #Industry40 #inovação #novonormal #disrupção #transformação #problemas #pessoas #desperdícios https://t.co/iEUpFPAn5w"
"['sesidrro', 'Educacao', 'inovação', 'aprendizado']","Porto Velho, Brasil",2020-12-03 14:44:34,"Robótica é uma das inovações e diferencial de aprendizado nos colégios SESI e SENAI

Veja mais - https://t.co/p4Xh4zfEtW 
#sesidrro #Educacao #inovação #aprendizado https://t.co/5eS1HJZ5Cl"
"['ensino', 'educacao', 'research', 'higiene', 'patogenos', 'professor', 'INOVAÇÃO']",Ribeirão Preto - SP,2020-12-03 14:42:33,"Mais um trabalho com objetivo de executar um ensino inovador e transformador em todas as instâncias da educação! 

https://t.co/0MKvL1RzRZ

#ensino #educacao #research #higiene #patogenos #professor #INOVAÇÃO https://t.co/5CHaqDH39X"
"['RC24h', 'Política']","Cabo Frio, Brasil",2020-12-03 14:41:05,"PRESIDENTE DA FAETEC / Advogado foi indicado à presidência por dr. Serginho (REP), que assumiu secretaria de Ciência, Tecnologia e Inovação no início da semana - https://t.co/xoiqKiNZAU

#RC24h #Política"
"['novosite', 'vemconhecer', 'inovação', 'tecnologia', 'caranova', 'reforma']",Elevadores Super,2020-12-03 14:40:02,"#novosite 🖥📱

Nosso site esta diferente, mais moderno e fácil de usar. #vemconhecer 
.
.
.
Desenvolvido por: @meiomix 
.
.
.
#inovação 
#tecnologia 
#caranova 
#reforma 
#2021 https://t.co/YEekHBZP32"
"['negocios', 'empresas', 'associadoabes', 'software']",Brasil,2020-12-03 14:35:48,"Dassault Systèmes anuncia SOLIDWORKS 2021 com novos recursos para acelerar a inovação colaborativa

https://t.co/sGVzqjHx2R

#negocios #empresas #associadoabes #software"
"['RS', 'R4']","Porto Alegre, Brazil",2020-12-03 14:34:02,"Parabéns, @jrhopf e @drrandon! As atitudes de vocês aceleram a transformação da economia do #RS através da inovação!
https://t.co/Ld0qinu8yY
#R4 @4alltecnologia"
['Unicamp'],"Campinas, Brasil",2020-12-03 14:34:00,"As Bolsas de Estímulo à Inovação podem ser oferecidas por empresas parceiras da #Unicamp em convênios de Pesquisa e Desenvolvimento (P&amp;D) para docentes, pesquisadores, servidores e alunos que desenvolvam atividades ligadas à inovação.

https://t.co/nOspoD1gtW"
"['fapesc', 'santacatarina', 'inovação', 'premio']",Santa Catarina,2020-12-03 14:31:54,"137 projetos concorrem ao Prêmio Inovação Catarinense: https://t.co/eUYo0EBAsA

#fapesc #santacatarina #inovação #premio"
"['brave', 'bravebrowser', 'navegador', 'internet', 'basicattentiontoken', 'bat', 'token', 'incentivo', 'anúncios', 'inovação', 'análisetécnica', 'token', 'bravenewcoin', 'bnc', 'leiacryptotimes']",,2020-12-03 14:04:17,"Navegador Brave registra 22 milhões de usuários ativos; confira métricas do token BAT

#brave #bravebrowser #navegador #internet #basicattentiontoken #bat #token #incentivo #anúncios #inovação #análisetécnica #token #bravenewcoin #bnc #leiacryptotimes 
 https://t.co/9NrBgxYRsz"
['CAS295'],Manaus - Amazonas,2020-12-03 14:03:27,"Superintendente da Suframa, Algacir Polsin, com a palavra neste momento, destaca a programação paralela à reunião do Conselho, que incluiu visita a fábricas do Polo Industrial de Manaus e evento de Inovação e Tecnologia, no Centro de Biotecnologia da Amazônia.
#CAS295 https://t.co/lMNvzxtoa8"
"['RNP', 'ConferenciaWeb', 'Coronavírus', 'tecnologia', 'inovação']",,2020-12-03 14:02:33,"O Conferência Web tem sido um recurso essencial de ensino remoto.

Hoje queremos compartilhar 05 dicas práticas para que a sua rotina de estudos seja mais leve, confortável e produtiva. Confira!

#RNP #ConferenciaWeb #Coronavírus #tecnologia #inovação https://t.co/zB2JaMHwC7"
"['Pesquisa', 'Inovação', 'LeideInformática', 'Startups']",Brasília-DF,2020-12-03 14:01:22,"É hoje! Às 18h, o Webinar Lei do Bem e da Informática. Fique por dentro e saiba de forma prática o funcionamento das duas leis e as oportunidades para a indústria! Não perca tempo e se inscreva no link: https://t.co/qeDg79ez1G

#Pesquisa #Inovação #LeideInformática #Startups https://t.co/OB5pCBp0yf"
"['facebrasil', 'revistadosbrasileiros', 'responsabilidade', 'pioneirismo', 'etica', 'inovacao', 'jornalismo', 'qualidade', 'vanguarda']","Orlando, FL",2020-12-03 14:01:22,"Entre em contato com a gente. ☎ +1(407) 842-1211 / +1(407) 334-2571 / info@facebrasil.com Acesse o nosso site: https://t.co/uDSDmSIX8m
#facebrasil #revistadosbrasileiros #responsabilidade #pioneirismo #etica #inovacao #jornalismo #qualidade #vanguarda https://t.co/uaCvf3VwZb"
"['FdCDigital', 'Tecnologia', 'Inovação', 'Negócios', 'Secitece', 'GovernodoCeará']","Ceará, Brazil",2020-12-03 14:01:22,"Confira nosso super webinar com Fernanda Spinardi da Amazon. Vem pra FdC Digital! 

Inscreva-se gratuitamente no site https://t.co/luSBYeIE1h 

Conheça Fernanda Spinardi &gt; https://t.co/7xj3itLG0f

#FdCDigital #Tecnologia #Inovação #Negócios #Secitece #GovernodoCeará https://t.co/xQS07GSOBA"
"['startups', 'IoT']","Sao Paulo, Brazil",2020-12-03 13:55:00,"Brain, do @GrupoAlgar , anuncia 5 #startups  escolhidas para aceleração focada em #IoT

https://t.co/201eseV6QI"
"['liderança', 'inovação', 'SIIGeP']","Lisboa, Portugal",2020-12-03 13:55:00,"Curso ""Modelos de Liderança"" 👥 https://t.co/GM3Zbh5AKl
Venha explorar o seu perfil de líder e conhecer as estratégias mais eficazes no incentivo à motivação, empenho e alinhamento da sua equipa. Formação à distância, de 14 a 21 de dezembro.
#liderança #inovação #SIIGeP https://t.co/g9L46mpHez"
['abasummit'],Brasil,2020-12-03 13:48:05,"Edmar Bulla, Fundador do Grupo Croma,aponta q temos q ser mais humanos atrás das nossas marcas. Fazemos parte de uma cadeia sistêmica, numa rede de relacionamentos,e a inovação depende das diferenças/ @abatransformar #abasummit @econcircularbr @cebds @nadiareboucas @vicentenunes https://t.co/T8gah8Hk8q"
"['fastbuilt', 'inovação', 'startup', 'centrodeinovação', 'blumenau']",Santa Catarina,2020-12-03 13:44:29,"FastBuilt é a primeira startup instalada no novo Centro de Inovação de Blumenau: https://t.co/1usRj02na8

#fastbuilt #inovação #startup #centrodeinovação #blumenau"
"['Portanto', 'AmbientesDigitais', 'marketingDigital', 'ClienteDigital', 'Inovação']","Belo Horizonte, Brasil",2020-12-03 13:42:14,"O uso da tecnologia como meio de comunicação é um caminho sem volta, e acompanhar tendências é uma obrigação. Ser reconhecido como uma empresa inovadora, transmite a impressão de autoridade e de vanguarda.

#Portanto #AmbientesDigitais #marketingDigital #ClienteDigital #Inovação https://t.co/y8H4wQYRcp"
"['construçãocivil', 'inovação', 'startups']",BH/MG,2020-12-03 13:40:00,"Lançado desafio de R$ 1 milhão!
O @SENAIminas e a @MRV se unem para desafiar startups e empresas de base tecnológica a buscarem soluções inovadoras para a indústria da construção civil.

Acesse edital e inscrições: https://t.co/7Ettlt99Mx

#construçãocivil #inovação #startups https://t.co/3W6i7JWYQ3"
['diversity'],"ÜT: -23.632703,-46.707374",2020-12-03 13:34:00,"Ter no time pessoas que enxergam o mundo de maneira diferente é um grande passo para a inovação. Na @DellTech, não só acreditamos nisso como temos o ERG True Ability, que conscientiza a equipe e apoia os colegas com necessidades especiais. #diversity https://t.co/7fmgLGvDLo"
['Central98'],Belo Horizonte,2020-12-03 13:31:06,"#Central98 | Minas Gerais deu um passo importante para ter uma vacina contra a Covid-19. A Funed assinou um Extrato de Memorando de Entendimento com a C19 Corporation - Covaxx . A parceria é para pesquisa, desenvolvimento, inovação e produção de vacina. https://t.co/ahO0Oeg3gz https://t.co/GvD46Z0L16"
"['GovernodoAmazonas', 'BIODIVRESTORE', 'CONFAP', 'Fapeam', 'Pesquisa', 'Inovação']",Manaus - AM,2020-12-03 13:22:16,"Chamada BiodivRestore recebe pré-propostas até 7.12.2020. 

Saiba em: https://t.co/q2YLnxQwni

#GovernodoAmazonas #BIODIVRESTORE #CONFAP #Fapeam #Pesquisa  #Inovação https://t.co/q7WVLDP51m"
['fintwit'],"Sao Paulo, Brazil",2020-12-03 13:20:52,"O @itau  vendeu 4,4% de participação acionária na @xpinvestimentos  e levantou US$ 935 milhões. A venda pode chegar a 5% de participação, e faz parte da oferta follow on nos Estados Unidos, que deve se encerrar em 7 de dezembro 
#fintwit 

https://t.co/hVtFI5Hzjs"
"['desconto', 'smartcity', 'brasil', 'inovacao']",Brasil,2020-12-03 13:15:49,"A ABES apoia o Smart City Session, evento digital sobre cidades inteligentes, e você pode ter 20% de #desconto na inscrição neste link https://t.co/NKc8O6P5dP

Aproveite!

#smartcity #brasil #inovacao https://t.co/XPXrmDO7BS"
['Abratel'],,2020-12-03 13:13:39,"Hoje (3) é o último dia do SET eXPerience Live! Às 16 horas acontece o painel “Agenda Regulatória do Setor de Radiodifusão: Inovação, Expansão da TV terrestre e o Futuro da Banda C”, com a participação de Samir Nobre, diretor-geral da #Abratel. https://t.co/jVo42fZJTr"
"['logística', 'inovação', 'tecnologia', 'aplicativo', 'B2B', 'nocode']","Porto Alegre, Brazil",2020-12-03 13:02:05,"Estamos no ar para mais um webinário da https://t.co/VLvhRLcccg! Hoje, @CrisBritoo, @guigross, @mdscarneiro e @dwildt têm a missão de apresentar o novo template de #logística aos nosso parceiros.
#inovação #tecnologia #aplicativo #B2B #nocode https://t.co/l0h1gfmAfF"
"['inova2020', 'inovacao', 'FapemigForte', 'aFapemigNaoPara', 'prodemge']",Belo Horizonte,2020-12-03 13:00:01,"Começa agora o Painel sobre a Alteração da Lei Mineira de Inovação, com o Professor Paulo Beirão.
Acesse: https://t.co/16cRo4WQpU
#inova2020 #inovacao #FapemigForte #aFapemigNaoPara #prodemge"
"['tecnologia', 'inovação', 'ciência', 'espaço', 'astronomia', 'cosmologia', 'fisica']",Campinas - SP - Brasil,2020-12-03 12:51:24,"Candidato a átomo de matéria escura pode ser detectado em laboratório
#tecnologia #inovação #ciência #espaço #astronomia #cosmologia #fisica
https://t.co/QiEJHmeylq"
"['tecnologia', 'inovação', 'ciência', 'nanotecnologia', 'biologia', 'qrcode']",Campinas - SP - Brasil,2020-12-03 12:50:54,"Código de barras para nanotecnologia pode etiquetar até células
#tecnologia #inovação #ciência #nanotecnologia #biologia #qrcode
https://t.co/lPR80LJX1g"
"['FutForum', 'Futbox']",,2020-12-03 12:45:58,"Começou o #FutForum! Hoje às 15h30 irei participar do Painel 6: 

Desafios do branding envolvendo tradição e inovação. 

Programação completa: https://t.co/q8zwyj8kdH.

#Futbox https://t.co/quMc9exjYC"
